run_id,ratio_length_back_fast,ratio_height_nose_windshield,ratio_height_fast_back,side_taper,clearance,bottom_taper_angle,frontal_area,cd,cl,cs,cmy
0,0.4048268195368154,0.4618718859680671,0.5505324470963537,73.17005386809745,54.41694901144185,42.25716095836122,0.11415600384817493,0.2818169578178322,0.48822197919945154,0.0008234405065462456,-0.07294317299334006
1,0.2648268195368152,0.3818718859680672,0.0362467328106395,86.8064175044611,185.95541054990335,45.13951389953769,0.11834229570404219,0.32251110051821463,-0.061135997912917385,-0.059431832381329826,-0.04094381732630274
2,0.451493486203482,0.5418718859680671,0.6791038756677823,91.35187204991564,156.72464131913415,27.84539625247887,0.11741143717883727,0.33010659710393736,-0.06421676368290545,-0.058600969321564035,-0.02905042393110377
3,0.1714934862034819,0.6218718859680672,0.1648181613820681,95.8973265953702,98.2631028575957,19.198337428949447,0.11554969193205832,0.30081598817478755,0.09850493043033436,-0.08508728478852118,-0.04880664592823982
4,0.311493486203482,0.5098718859680671,0.807675304239211,50.442781140824735,25.186179780672635,7.668925664243569,0.11322249304186348,0.31424155982132473,-0.3420653242009144,-0.1175629272007612,-0.04557496653250944
5,0.4981601528701487,0.3498718859680672,0.2933895899534965,64.07914477718836,142.1092567037495,48.02186684071416,0.11694602904789964,0.2450244117448047,0.15087557493262413,0.05651330318024736,-0.08619978141460595
6,0.2181601528701486,0.4298718859680672,0.5688997940351294,54.98823568627928,127.49387208836492,4.7865727230671,0.11648049951958471,0.31317566930409746,0.046782322314824834,0.005499777016970751,-0.0589582864039574
7,0.3581601528701487,0.5898718859680672,0.4403283654637006,82.26096295900655,39.80156439605724,1.904219781890628,0.11368793164242186,0.32239557512463696,0.471526989562819,-0.08479985144396236,-0.05563912367010274
8,0.0937157084257042,0.5258718859680671,0.6974712226065578,59.53369023173383,10.570795165288011,10.551278605420038,0.11275711492931535,0.3059067565057045,-0.2052236398374931,-0.05801844340514662,-0.101078007749432
9,0.2337157084257041,0.3658718859680672,0.1831855083208436,72.7568307276016,69.03233362682647,39.37480801718475,0.11461877050725072,0.31636473290352285,0.22952356250918485,-0.0515281842245974,-0.040446712272531195
10,0.4203823750923709,0.4458718859680671,0.8260426511779865,68.21137618214705,171.34002593451876,22.08069037012592,0.1178769732440743,0.4603292850836657,0.7002446110511414,-0.024055769202871682,-0.03911657890985697
11,0.2803823750923708,0.6858718859680671,0.5321651001575782,90.93864890941978,125.24535137830576,36.49245507600828,0.11640888048799722,0.34706984936580376,0.596903704726063,-0.034599667589926275,-0.05203020738004671
12,0.4670490417590376,0.4938718859680672,0.4035936715861495,95.48410345487432,198.3222744552288,30.72774919365534,0.11873614057101924,0.3122229208561557,0.4798565868693217,0.08806447996315543,-0.07082148196226257
13,0.1870490417590374,0.3338718859680672,0.017879385871864,50.02955800032887,169.09150522445958,13.433631546596509,0.11780535670772191,0.31203077595680556,-0.17145260072616803,-0.06275541904048933,-0.03228709838222932
14,0.3270490417590376,0.4138718859680672,0.6607365287290068,63.6659216366925,110.62996676292111,44.12221286147541,0.11594357127100122,0.35016442932342345,-0.2577483724833305,-0.0698885872970877,-0.019349739651412574
15,0.3892712639812599,0.5738718859680672,0.1464508144432926,54.57501254578341,37.55304368599806,18.18103639088717,0.11361637720616535,0.2786826580992364,-0.32351731430233444,-0.11971056151745622,-0.06534122361692113
16,0.2492712639812597,0.4778718859680672,0.275022243014721,77.30228527305613,139.86073599369035,29.710448155593053,0.11687440756300015,0.3018925086604092,0.33136511887102843,-0.038010205495183164,-0.05100085824153773
17,0.4359379306479264,0.3178718859680672,0.6423691817902314,59.12046709123796,52.16842830138268,21.06338933206364,0.11408175175997874,0.33209395375694245,-0.37212372817994804,-0.10157588122273507,-0.025316818536198542
18,0.1559379306479264,0.3978718859680672,0.5137977532188027,76.06261585156854,96.01458214753652,9.533977567357754,0.11547805402104237,0.3136440656262618,-0.06490823107206029,0.044797316075893254,-0.09382773786787603
19,0.2959379306479265,0.5578718859680671,0.1280834675045171,71.51716130611399,22.937659070613464,49.886918743828346,0.11315086711079214,0.2705974574479903,-0.06009549527326935,-0.09107255264135473,-0.07286300043474404
20,0.4826045973145931,0.6378718859680672,0.7709406103616598,89.69897948793218,81.39919753215192,6.651624626181286,0.11501266567498666,0.3898259020684737,0.749822266085117,-0.02171868424467049,-0.05275751916316346
21,0.3996416343516302,0.3882718859680672,0.3852263246473741,53.33534312429581,126.36961173333536,12.416330508534228,0.11644468761568089,0.31455513345047653,0.5040193250297967,-0.014137031851520328,-0.03883355232767017
22,0.1196416343516301,0.5482718859680672,0.6056344879126803,66.97170676065944,199.4465348102584,41.23985992029893,0.11876817208041052,0.31595095181754274,-0.057091344004713086,0.06515354375182046,-0.07734564852354885
23,0.25964163435163,0.6282718859680672,0.4770630593412517,57.88079766975036,170.2157655794892,23.945742273240107,0.1178411322540062,0.33648183010392313,-0.23490933113348708,-0.03989969123278047,-0.03249205586844409
24,0.4463083010182968,0.5162718859680672,0.091348773626966,85.15352494247762,111.75422711795072,26.82809521441658,0.1159790841860104,0.2918598955423055,-0.2104724347551785,0.03797828794729686,-0.0914835743680619
25,0.1663083010182968,0.3562718859680672,0.7342059164841088,80.60807039702308,38.67730404102765,38.35750697912246,0.11365212024274177,0.3344693352155783,-0.4138541184427161,0.006068633936297586,-0.08009255002878192
26,0.3063083010182968,0.4362718859680672,0.2199202021983946,62.4262522152049,155.60038096410457,32.59280109676952,0.11737566431924278,0.27928092928152076,0.2489394851547623,0.061052630265235254,-0.07888374736696724
27,0.2129749676849634,0.6762718859680672,0.348491630769823,72.34360758710572,53.29268865641227,42.93536165040274,0.11411762526491895,0.30761802854537734,0.3409688921028396,-0.009587626081224326,-0.09201778421726421
28,0.3529749676849635,0.5322718859680672,0.6240018348514558,90.52542576892392,97.1388425025661,16.9941851798145,0.11551384745863082,0.32146970444565415,-0.15431118260062124,-0.08558246279357136,-0.031288609410517365
29,0.3685305232405191,0.3722718859680672,0.4954304062800272,95.07088031437846,24.061919425643048,45.81771459157921,0.11318669630516096,0.28376427720758296,0.3907249107566069,-0.09917746651908932,-0.05794586320836522
30,0.4151971899071858,0.6922718859680672,0.23828754913717,67.79815304165118,63.411031851678544,8.347126356285091,0.11443973904666373,0.2552090738859171,0.08963174187976404,0.02893191093131876,-0.0915573365528702
31,0.1351971899071857,0.5002718859680672,0.8811446919943129,58.70724395074209,121.872570313217,48.70006753275568,0.11443973904666373,0.2552090738859171,0.08963174187976404,0.02893191093131876,-0.0915573365528702
32,0.4618638565738524,0.4202718859680672,0.5872671409739048,81.43451667801482,165.71872415937082,2.582420473932151,0.11769795779303809,0.30652436168357433,0.628683409323993,0.07011995591055332,-0.0748407669655181
33,0.1818638565738523,0.5802718859680671,0.4586957124024762,63.25269849619664,107.25718569783236,34.288302826873334,0.11583612993150322,0.31459297846975687,-0.22058158275507317,0.055552595859381874,-0.07756698593594158
34,0.3218638565738524,0.6602718859680672,0.0729814266881905,75.64939271107266,34.18026262090931,11.22947929746156,0.11350884900066252,0.28862288267629244,-0.2949410630437822,-0.1331933121462525,-0.058587606978012456
35,0.3840860787960747,0.4842718859680671,0.7158385695453333,71.10393816561813,151.1033395439862,40.05300870922627,0.11723241327480668,0.32250717941769025,-0.07242119446135081,-0.07397170046867035,-0.015250621675291476
36,0.1040860787960746,0.3242718859680672,0.2015528552596191,89.2857563474363,136.4879549286016,22.75889106216744,0.11676695210224707,0.33106535857068453,0.17128610994732077,-0.01925146767332635,-0.06153261547031782
37,0.2440860787960745,0.4042718859680672,0.8444099981167619,93.83121089289084,48.79564723629393,25.64124400334392,0.11397431289492786,0.3065194107222643,-0.2626398146504892,-0.08098194758669033,-0.04681252154451543
38,0.4307527454627413,0.5642718859680672,0.3301242838310476,98.3766654383454,92.64180108244776,37.1706557680498,0.11537065663004846,0.261673710448034,0.19848301826507125,-0.07270708251306222,-0.04666693402602917
39,0.2907527454627413,0.4650718859680672,0.4088414849972283,66.55848362016357,78.02641646706316,14.11183223863803,0.11490522528314123,0.28825809077465386,0.32116288168206764,-0.040282905875235246,-0.06600566450588291
40,0.4774194121294079,0.3050718859680671,0.0231271992829427,57.46757452925449,180.33410877475544,41.40941009330931,0.11816325307340171,0.29846055204634087,-0.13175400967427037,0.0654702696268821,-0.06637052755434768
41,0.1974194121294078,0.3850718859680672,0.6659843421400855,84.74030180198176,62.28677149664895,15.468233622721076,0.11440396639942113,0.31407502971756435,-0.15023528200201217,-0.11427341498256788,-0.05055982179168517
42,0.337419412129408,0.5450718859680672,0.1516986278543713,80.19484725652721,120.7483099581874,44.29176303448578,0.11626568515977291,0.32808506464292225,0.1925944135888433,-0.11802511165980645,-0.008647402311275972
43,0.2544564491664449,0.3530718859680672,0.5557802605074325,70.69071502512226,106.13292534280278,6.821174799191668,0.11580032400597602,0.3198305273360122,-0.018793505098900296,-0.0847345193171675,-0.037214468195264555
44,0.1611231158331116,0.5930718859680673,0.0414945462217182,93.41798775239498,149.9790791889566,3.9388218580151952,0.11719666799642839,0.28912543567948457,0.016741531607999578,0.051167207889730504,-0.08614174691948116
45,0.3011231158331117,0.6730718859680671,0.684351689078861,97.96344229784953,135.36369457357202,1.056468916838725,0.11673113816752394,0.3158644399004216,-0.0736163096306841,0.0485289215833759,-0.0702166640002092
46,0.4877897824997783,0.5290718859680672,0.1700659747931468,52.50889684330407,47.67138688126433,32.762351269779906,0.113938573460914,0.27680617233250204,-0.08322975910084983,-0.11407860719455575,-0.05544431459025417
47,0.2077897824997782,0.3690718859680672,0.8129231176502896,66.14526047966771,91.51754072741818,9.703527740368136,0.1153348199596706,0.31415217131359646,-0.27885054072334736,0.01442214530676175,-0.05568009687361177
48,0.3477897824997784,0.4490718859680672,0.2986374033645752,57.05435138875862,18.440617650495117,38.52705715213284,0.11300761846916774,0.24389824124486215,0.04829143467997585,-0.09093749761475008,-0.08311010982981161
49,0.3633453380553339,0.6090718859680673,0.5190455666298814,84.32707866148588,76.90215611203357,21.23293950507401,0.11486944412343301,0.30680541071672723,-0.12208943128690694,0.0169651349200773,-0.07410270255623323
